0.000000000000000000e+00 -2.350825640519052517e-01 -7.142056078431864574e-02 5.144451532702181383e-03 -3.481776533328828269e-04 1.113784599505336041e-03 5.419383849953171919e-03 4.072858538562779064e-04 2.006560590396167399e-03 -9.896815219829311217e-04
1.000000000000000056e-01 1.230267683592956851e-01 5.003230930080614092e-02 8.664492481739177396e-03 -2.401180588115020553e-02 -5.281706085468174799e-03 -1.382121981379907764e-02 -6.731463481299097829e-03 -9.924976868706258254e-03 -8.927671355463075512e-03
2.000000000000000111e-01 -1.718426699609513497e-01 -4.963768499613306628e-02 3.224760272154031382e-02 2.969102383939024176e-03 -1.644077396103715838e-02 -1.968622785059092120e-02 -1.628904564275465011e-02 -1.795271293736291560e-02 -1.727486237657530413e-02
3.000000000000000444e-01 -3.311811650824059150e-02 -1.512198328990964347e-01 -3.074165738162682598e-02 -2.966520882766075784e-03 -1.983195567179291824e-02 -1.873324774298511589e-02 -1.556942757855704976e-02 -1.973006151827937787e-02 -2.177180975563849930e-02
4.000000000000000222e-01 -6.428126431415034925e-02 -1.429566519161449278e-01 1.478091371050983469e-02 -2.290416731687651072e-02 -1.944233122492931148e-02 -3.212564790036527562e-02 -1.821078196768893820e-02 -2.016469393839087978e-02 -2.220726470224756652e-02
5.000000000000000000e-01 -5.633769383355950039e-02 -5.530453534095369772e-02 -9.379913216608640192e-02 5.748642154511186819e-03 -1.813817126222313364e-02 -2.587270596907480930e-02 -2.276551244265014040e-02 -2.173104496651520265e-02 -2.030687455131165511e-02
6.000000000000000888e-01 -5.259829885688319107e-02 -3.349921132197149209e-02 -1.947911658412610283e-02 -3.693695097319574586e-03 -2.756100106973743968e-02 -1.222466628226661668e-02 -1.525968369845234762e-02 -1.895840500446504054e-02 -1.700731999489557902e-02
7.000000000000000666e-01 1.489798648342923471e-01 -9.340582970010352648e-02 -2.882182819885404507e-02 -2.102227892788107941e-02 -4.435471046009394069e-03 -1.077644366037404725e-02 -1.037265102033887998e-02 -1.273802090891390862e-02 -1.330269911753702468e-02
8.000000000000000444e-01 -7.991454217855505082e-02 -8.540205450720317337e-02 6.776083894852839851e-04 -2.920007496783855010e-03 -5.659431039274567463e-03 -1.417960288954450525e-02 -3.078543186264878946e-03 -5.890254267944637981e-03 -5.159531852327503901e-03
9.000000000000000222e-01 -8.693228531608096499e-02 -3.502593989984525980e-02 2.048561935419071153e-02 2.126539485188287670e-02 4.888937596260033852e-04 8.541148232952317301e-03 7.795439986154471812e-03 3.150190750792738938e-03 3.785402667495369952e-03
1.000000000000000000e+00 -9.004929589755740482e-02 -1.762644800987234195e-02 -5.086807653034271237e-02 2.378010851559285779e-02 2.211543445143272085e-02 1.765823320404229235e-02 9.845229115437958284e-03 1.681115826292537557e-02 1.589381158793539556e-02
1.100000000000000089e+00 1.463975907118152398e-01 3.331653037267538059e-02 -5.636376157319343549e-03 2.804623952136200624e-02 2.999390014792890219e-02 2.525626406216555792e-02 3.042652661286612131e-02 2.766357524079653130e-02 2.758187054914210123e-02
1.200000000000000178e+00 9.461169957275566977e-02 6.536716674196997590e-02 6.258896333151114932e-02 3.536285817358977845e-02 3.288689150054537047e-02 4.159665555902237327e-02 4.800458424497029697e-02 4.462213486349480424e-02 4.102379825355922938e-02
1.300000000000000044e+00 7.347959770846446137e-02 2.208090579306017098e-01 2.613989874461611351e-02 7.494851756801942932e-02 5.669596156984559043e-02 5.695891765033783694e-02 6.008371289651110586e-02 5.459750725828431406e-02 5.571471530597711663e-02
1.400000000000000133e+00 1.568700595437965140e-01 1.078293220344356540e-01 5.822138119249149757e-02 6.021274840661618166e-02 6.315572872716754271e-02 6.863090712440271524e-02 7.146570505409183260e-02 6.997895299581571860e-02 7.119990383017776869e-02
1.500000000000000000e+00 -6.037814342651076638e-02 6.568336102498555096e-02 2.747157815075963044e-02 8.518892822347577665e-02 8.000174545944192805e-02 8.324987775638965914e-02 8.899773614518839693e-02 8.456089731584064129e-02 8.428122786451959503e-02
1.600000000000000089e+00 1.616192029196529822e-01 5.312822133211073106e-02 1.975536863819783162e-01 9.851835762951882680e-02 1.040238054384917399e-01 1.022968075763438928e-01 9.992815404212841701e-02 1.030138735777908210e-01 1.025001353722971575e-01
1.700000000000000178e+00 1.100774351501426218e-01 1.264942530285468325e-01 1.031518745220976474e-01 1.376038544214197856e-01 1.220876525466050994e-01 1.085307225388505992e-01 1.131198407951471419e-01 1.178200394792417588e-01 1.171337589308008437e-01
1.800000000000000044e+00 9.788285948511012136e-02 2.031160809012583779e-01 1.101194156344046521e-01 1.429759468508749742e-01 1.319537984689442833e-01 1.278418216925299722e-01 1.357279842516321833e-01 1.334936252074297447e-01 1.324520432442124473e-01
1.900000000000000133e+00 2.777839328181757050e-01 1.067990671588621154e-01 1.269294022140930456e-01 1.338988491721016527e-01 1.644252972218775699e-01 1.440793082614902354e-01 1.478721130502579917e-01 1.478429488537158498e-01 1.480347070082499994e-01
2.000000000000000000e+00 1.329216498640677369e-01 1.149903787005448486e-01 1.394322206607824521e-01 1.732791683552981354e-01 1.590394233761710518e-01 1.563590374060761512e-01 1.635886637401674226e-01 1.579104059915817648e-01 1.607025806375362020e-01
2.100000000000000089e+00 3.752734398655745984e-01 1.702984286294583205e-01 1.646872126472917475e-01 1.709474626022371990e-01 1.888500756982772755e-01 1.747861622489952083e-01 1.703786690501727652e-01 1.698248445782039040e-01 1.710320209902990163e-01
2.200000000000000178e+00 7.820846764425852526e-02 1.018071926589006609e-01 2.535221972807844004e-01 1.775067621317197863e-01 1.841212968610466127e-01 1.934826965244820507e-01 1.883618800204057142e-01 1.879618812887006163e-01 1.841152302497898741e-01
2.300000000000000266e+00 1.175145319975983565e-01 2.369696190951662285e-01 2.458618775463244088e-01 2.016473927914830266e-01 2.019157199539557412e-01 1.841205390813563936e-01 1.932097578564804519e-01 1.935598702479268685e-01 1.944703924423760166e-01
2.400000000000000355e+00 1.583935515698572938e-01 2.062954968853808746e-01 2.422624943873502024e-01 1.886093701400964329e-01 2.184391285302799135e-01 2.067007861457011708e-01 1.984648185394000119e-01 2.013602746267100230e-01 2.016144681830983609e-01
2.500000000000000000e+00 2.670333059740142567e-01 2.273386365622558081e-01 1.891630295811959628e-01 2.231241076438602589e-01 2.042314119100381298e-01 2.158510095404172491e-01 2.046129208131955424e-01 2.057296355414846845e-01 2.034900960533913838e-01
2.600000000000000089e+00 2.381285532095179791e-01 1.957661402529931594e-01 2.647771470626366086e-01 2.248506025048609136e-01 2.071531150476551009e-01 2.097483290608739004e-01 2.040102230465453692e-01 2.067484994498748341e-01 2.089847906778119491e-01
2.700000000000000178e+00 1.500076545930591476e-01 1.537183376883531905e-01 2.144610752978809987e-01 2.115334526882406696e-01 1.998495872864921863e-01 2.067759842209879462e-01 2.109654118826461699e-01 2.077115769225075792e-01 2.091378715892423246e-01
2.800000000000000266e+00 1.957124787405353783e-01 2.610503097188645039e-01 2.124489791478788581e-01 2.109821750691065201e-01 2.066458018086284598e-01 2.199994659685813037e-01 2.125854426754053561e-01 2.084615808086898170e-01 2.080482479948833618e-01
2.900000000000000355e+00 2.392218677674939342e-01 1.513491631770046697e-01 1.507238811769964770e-01 1.863359791334168181e-01 1.978768135976898268e-01 1.941510876525397722e-01 2.012087502352630786e-01 2.030161719927709718e-01 2.015963587136265500e-01
3.000000000000000000e+00 3.672438395728232496e-01 2.210463248977939665e-01 2.140613949210975753e-01 2.149161187218400493e-01 2.027159288757919287e-01 1.962648774622674508e-01 1.970139438955095246e-01 1.924916123085554098e-01 1.964427648426960993e-01
3.100000000000000089e+00 2.299295188159866388e-01 1.844630352010448171e-01 1.648199127185907276e-01 1.679492773222540647e-01 1.753470769240705052e-01 1.898395136078837031e-01 1.826493532834398970e-01 1.861462631156867442e-01 1.861531994517242050e-01
3.200000000000000178e+00 7.089240691189513388e-02 2.353944258381214238e-01 1.827874738187447168e-01 1.341106178815492933e-01 2.032105814572823521e-01 1.747380453385613819e-01 1.695924890036575872e-01 1.721078607052316245e-01 1.714429570657819701e-01
3.300000000000000266e+00 1.994396111131826188e-01 1.783338615040966912e-01 1.268262396288167837e-01 1.573975922635191538e-01 1.499677551066833092e-01 1.612864490026270081e-01 1.619259418226746128e-01 1.550713261774316343e-01 1.554527775293427505e-01
3.400000000000000355e+00 2.043397387905397933e-01 2.165663953746746473e-01 1.565879612683680200e-01 1.300319252175854701e-01 1.405751904134057428e-01 1.301756224259001948e-01 1.273067841753666996e-01 1.364553021316635140e-01 1.381091237420734585e-01
3.500000000000000000e+00 5.416863569520524724e-02 1.050684258018394907e-01 3.034147182358923334e-02 9.999349010931196657e-02 1.155334749677583706e-01 1.176539678532372707e-01 1.161417960281526524e-01 1.110871119434640314e-01 1.136978966794227053e-01
3.600000000000000089e+00 2.001564117759124795e-01 -4.575863612658381818e-03 1.070680684479862754e-01 1.208601062260766523e-01 9.559853748769937820e-02 9.481088502810396113e-02 8.712108810171899365e-02 8.890497629884575037e-02 8.781012283035358190e-02
3.700000000000000178e+00 -3.557313355868496618e-02 -2.769397789109478980e-03 6.610305967875587663e-02 3.943227505677379674e-02 6.297793036266348399e-02 6.148959061361906897e-02 6.364362706600454334e-02 6.177154519450871878e-02 6.051843830558834708e-02
3.800000000000000266e+00 3.429593112931163951e-02 8.603497847913207930e-02 3.551363371475303732e-02 4.286915397803497951e-02 2.472347161932556686e-02 3.841003520485840317e-02 3.028476697243118534e-02 2.757858898212365781e-02 3.195606344309886299e-02
3.900000000000000355e+00 5.489669024955358412e-02 1.482986354585247996e-02 5.156958044397045617e-03 -1.212259367081493927e-02 -4.664202257944655323e-03 -2.818741559737192402e-03 -6.689169743937276383e-03 -2.764308873712731547e-03 -1.635372088380156880e-03
4.000000000000000000e+00 2.574684276795090321e-02 -1.123271975371796516e-01 2.497794298033512161e-03 -4.013984826098798697e-02 -4.456344251195052536e-02 -3.948048916736768971e-02 -4.460734200301610247e-02 -3.439613283632970975e-02 -3.943165567983145103e-02
4.100000000000000533e+00 -1.353639357693866563e-01 2.847932724993447462e-02 -1.079740280230856164e-01 -6.694112741240788866e-02 -8.018004077319394740e-02 -6.916108004338994419e-02 -7.298027762229461479e-02 -7.765820868595489646e-02 -7.541190465639847906e-02
4.200000000000000178e+00 -1.081228895928097733e-01 -7.798511998130464029e-02 -9.972969882192331270e-02 -1.316810018423219542e-01 -1.206978773101507613e-01 -1.138178685902291321e-01 -1.150605388014803582e-01 -1.154309605775950820e-01 -1.131926875340710653e-01
4.299999999999999822e+00 -8.631833293374448213e-02 -1.854572295972241602e-01 -1.597412478327087104e-01 -1.750368678675202905e-01 -1.605679263925545441e-01 -1.712885881611809491e-01 -1.554347136585493006e-01 -1.559720190216735136e-01 -1.574931030252943454e-01
4.400000000000000355e+00 -3.761601371221207080e-01 -2.600219381811073038e-01 -2.283368807358473473e-01 -2.273672126199100529e-01 -2.107404742513315776e-01 -2.043634058906373674e-01 -2.012974178895717559e-01 -1.997657462217718727e-01 -2.002383920072627610e-01
4.500000000000000000e+00 -4.404775050149473126e-02 -1.799419295835695265e-01 -2.225718852513443591e-01 -2.236588727688008649e-01 -2.450975913192964817e-01 -2.394219303542055588e-01 -2.468256430094766529e-01 -2.416178797630181285e-01 -2.450486899919222528e-01
4.600000000000000533e+00 -2.293859160694253219e-01 -3.361564420012465582e-01 -2.891313836057428643e-01 -2.864439067832746377e-01 -2.791813872354256265e-01 -2.831995147374809507e-01 -2.953525828103084616e-01 -2.891859273113232542e-01 -2.912202676620223585e-01
4.700000000000000178e+00 -3.301083094052349454e-01 -2.768645026968585832e-01 -3.297376994112614090e-01 -3.615125815724556380e-01 -3.307674689009402202e-01 -3.286321424460362239e-01 -3.313454010785996662e-01 -3.359599535332796760e-01 -3.352158607197013307e-01
4.800000000000000711e+00 -5.285257440753342584e-01 -3.433398022555903539e-01 -3.693617673576152227e-01 -3.653830571905121172e-01 -3.807395152548048167e-01 -3.832384372236633530e-01 -3.840210573335369748e-01 -3.851245946240948181e-01 -3.815701983490251137e-01
4.900000000000000355e+00 -5.339364146802905164e-01 -4.082230190418285054e-01 -4.523042957615893145e-01 -4.119053256207252378e-01 -4.271250075541836999e-01 -4.234379937297555463e-01 -4.313166193428782380e-01 -4.275094139532036319e-01 -4.304271843403477682e-01
5.000000000000000000e+00 -3.444312133956791699e-01 -4.551990163023484359e-01 -5.414320405096241240e-01 -4.532791136296042689e-01 -4.860074166060056045e-01 -4.775946982254522521e-01 -4.782982298448978931e-01 -4.757297085951390225e-01 -4.761426241055252140e-01
5.100000000000000533e+00 -5.791960022848645639e-01 -4.676599816549886768e-01 -4.641836943985432340e-01 -5.283788947409516767e-01 -5.256038770566111573e-01 -5.170319848794601159e-01 -5.190314782648597358e-01 -5.226628017282907157e-01 -5.220937493935302598e-01
5.200000000000000178e+00 -4.344921232984716442e-01 -5.577349875439927551e-01 -5.926264178986200282e-01 -5.688023053344868352e-01 -5.914345298952948804e-01 -5.739662034414408920e-01 -5.658159795585752105e-01 -5.696459044036804586e-01 -5.685804959643054879e-01
5.300000000000000711e+00 -6.799875744429014768e-01 -6.721888376107227892e-01 -5.872928978465762340e-01 -6.217463276518963022e-01 -6.042573734057261614e-01 -6.131173537785788996e-01 -6.129392684319707740e-01 -6.146192530363712159e-01 -6.154801119110147045e-01
5.400000000000000355e+00 -7.558658560547091287e-01 -7.311064321799637389e-01 -6.418046621072269753e-01 -6.462397234403030044e-01 -6.619994091093864830e-01 -6.551229002544159963e-01 -6.550589951980626546e-01 -6.588018710283781720e-01 -6.567775383957229485e-01
5.500000000000000000e+00 -5.667056220438126957e-01 -6.091216720978626098e-01 -7.562453585150956670e-01 -7.148291014623905371e-01 -7.057462773117343380e-01 -6.932612353599261201e-01 -6.980937856000671848e-01 -6.992014607011879379e-01 -7.012269248246613129e-01
